timestamp,blue_starts,player1_type,player1_depth,player2_type,player2_depth,winner,blue_score,pink_score,winner_score,loser_score,player1_total_time,player1_moves,player1_avg_time_ms,player2_total_time,player2_moves,player2_avg_time_ms
2025-12-11T17:28:29.186855,False,AIPlayer,4,AIPlayer,3,BLUE,51,13,51,13,15.431,31,497.8,0.003,29,0.1
2025-12-11T17:28:44.466621,True,AIPlayer,3,AIPlayer,4,PINK,11,53,53,11,0.014,29,0.5,15.257,31,492.2
2025-12-11T17:28:59.839590,False,AIPlayer,4,AIPlayer,3,BLUE,45,19,45,19,15.36,31,495.5,0.003,29,0.1
2025-12-11T17:29:12.043740,True,AIPlayer,3,AIPlayer,4,PINK,24,40,40,24,0.014,30,0.5,12.181,30,406.0
2025-12-11T17:29:27.237510,False,AIPlayer,4,AIPlayer,3,BLUE,49,15,49,15,15.181,31,489.7,0.003,29,0.1
2025-12-11T17:29:38.762562,True,AIPlayer,3,AIPlayer,4,BLUE,44,20,44,20,0.014,32,0.4,11.501,28,410.8
2025-12-11T17:29:52.918579,False,AIPlayer,4,AIPlayer,3,BLUE,59,4,59,4,14.144,32,442.0,0.003,27,0.1
2025-12-11T17:30:07.704093,True,AIPlayer,3,AIPlayer,4,PINK,12,52,52,12,0.014,30,0.5,14.763,30,492.1
2025-12-11T17:30:21.857838,False,AIPlayer,4,AIPlayer,3,BLUE,59,4,59,4,14.142,32,441.9,0.003,27,0.1
2025-12-11T17:30:35.812702,True,AIPlayer,3,AIPlayer,4,PINK,8,56,56,8,0.014,29,0.5,13.931,31,449.4
2025-12-11T17:30:48.313415,False,AIPlayer,4,AIPlayer,3,BLUE,46,18,46,18,12.488,30,416.3,0.003,30,0.1
2025-12-11T17:30:57.853953,True,AIPlayer,3,AIPlayer,4,PINK,17,47,47,17,0.014,29,0.5,9.517,31,307.0
2025-12-11T17:31:10.201691,False,AIPlayer,4,AIPlayer,3,BLUE,55,9,55,9,12.336,31,397.9,0.003,29,0.1
2025-12-11T17:31:21.672869,True,AIPlayer,3,AIPlayer,4,BLUE,43,21,43,21,0.015,31,0.5,11.448,29,394.8
2025-12-11T17:31:34.882818,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,13.198,33,399.9,0.002,27,0.1
2025-12-11T17:31:52.575760,True,AIPlayer,3,AIPlayer,4,PINK,11,53,53,11,0.014,28,0.5,17.67,32,552.2
2025-12-11T17:32:06.737506,False,AIPlayer,4,AIPlayer,3,BLUE,59,4,59,4,14.149,32,442.2,0.003,27,0.1
2025-12-11T17:32:15.272651,True,AIPlayer,3,AIPlayer,4,PINK,26,38,38,26,0.014,30,0.5,8.512,30,283.7
2025-12-11T17:32:29.818541,False,AIPlayer,4,AIPlayer,3,BLUE,55,9,55,9,14.536,33,440.5,0.003,27,0.1
2025-12-11T17:32:44.647029,True,AIPlayer,3,AIPlayer,4,PINK,29,35,35,29,0.014,30,0.5,14.805,30,493.5
2025-12-11T17:32:57.037800,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,12.379,31,399.3,0.003,29,0.1
2025-12-11T17:33:08.546070,True,AIPlayer,3,AIPlayer,4,PINK,29,35,35,29,0.014,30,0.5,11.486,30,382.9
2025-12-11T17:33:24.072503,False,AIPlayer,4,AIPlayer,3,BLUE,36,28,36,28,15.515,30,517.2,0.003,30,0.1
2025-12-11T17:33:37.731449,True,AIPlayer,3,AIPlayer,4,BLUE,44,20,44,20,0.015,31,0.5,13.633,29,470.1
2025-12-11T17:33:51.399703,False,AIPlayer,4,AIPlayer,3,BLUE,46,18,46,18,13.649,30,455.0,0.003,30,0.1
2025-12-11T17:34:00.052038,True,AIPlayer,3,AIPlayer,4,PINK,26,38,38,26,0.014,30,0.5,8.628,30,287.6
2025-12-11T17:34:14.753557,False,AIPlayer,4,AIPlayer,3,BLUE,60,4,60,4,14.69,32,459.1,0.003,28,0.1
2025-12-11T17:34:29.581678,True,AIPlayer,3,AIPlayer,4,PINK,29,35,35,29,0.014,30,0.5,14.805,30,493.5
2025-12-11T17:34:44.717304,False,AIPlayer,4,AIPlayer,3,BLUE,40,24,40,24,15.124,30,504.1,0.003,30,0.1
2025-12-11T17:34:57.551033,True,AIPlayer,3,AIPlayer,4,PINK,11,53,53,11,0.014,29,0.5,12.81,31,413.2
2025-12-11T17:35:09.690647,False,AIPlayer,4,AIPlayer,3,BLUE,53,11,53,11,12.127,31,391.2,0.003,29,0.1
2025-12-11T17:35:21.129133,True,AIPlayer,3,AIPlayer,4,BLUE,43,21,43,21,0.014,31,0.4,11.416,29,393.7
2025-12-11T17:35:33.657414,False,AIPlayer,4,AIPlayer,3,BLUE,61,2,61,2,12.517,32,391.1,0.003,27,0.1
2025-12-11T17:35:47.906450,True,AIPlayer,3,AIPlayer,4,PINK,14,50,50,14,0.014,29,0.5,14.226,31,458.9
2025-12-11T17:36:02.096469,False,AIPlayer,4,AIPlayer,3,BLUE,56,8,56,8,14.177,31,457.3,0.003,29,0.1
2025-12-11T17:36:13.515910,True,AIPlayer,3,AIPlayer,4,PINK,18,46,46,18,0.014,30,0.5,11.396,30,379.9
2025-12-11T17:36:26.158566,False,AIPlayer,4,AIPlayer,3,BLUE,45,19,45,19,12.631,30,421.0,0.003,30,0.1
